NCT Code,Trial Name,Trial URL,Priority,Status
NCT06194929,"Defactinib and Avutometinib, With or Without Encorafenib, for the Treatment of Patients With Brain Metastases From Cutaneous Melanoma",https://clinicaltrials.gov/study/NCT06194929,2. RAS + Colon,RECRUITING
NCT06206096,PD-1 Antibody Plus Bevacizumab and CAPOX as First-line Treatment for RAS-mut MSS mCRC,https://clinicaltrials.gov/study/NCT06206096,2. RAS + Colon,RECRUITING
NCT06207656,Study to Evaluate the Efficacy and Safety of Cetuximab in Combination with Encorafenib Plus Binimetinib As Induction Treatment in BRAF V600E Mutated MSS Initially Resectable or Potentially Resectable Advanced Colorectal Cancer,https://clinicaltrials.gov/study/NCT06207656,2. RAS + Colon,RECRUITING
NCT06218810,"Cadonilimab in Combination With Bevacizumab and FOLFOX Regimen for the First-Line Treatment of Advanced Unresectable MSS-Type, RAS-Mutated Metastatic Colorectal Cancer",https://clinicaltrials.gov/study/NCT06218810,2. RAS + Colon,RECRUITING
NCT06226857,Other Oncogene Mutations for Anti-EGFR Efficacy in Patients With Left-sided RAS-wild Type Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06226857,2. RAS + Colon,RECRUITING
NCT06229340,Leflunomide or Combination of MEK Inhibitor and Hydroxychloroquine for Refractory Patients With RAS Mutations,https://clinicaltrials.gov/study/NCT06229340,2. RAS + Colon,RECRUITING
NCT06231017,Adebrelimab Plus Cetuximab and Chemotherapy for Patients With RAS/BRAF Wild-Type Unresectable Liver Metastases Colorectal Cancer,https://clinicaltrials.gov/study/NCT06231017,2. RAS + Colon,RECRUITING
NCT06239623,ERK Inhibitor JSI-1187 in Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06239623,2. RAS + Colon,RECRUITING
NCT06242067,Second-line Treatment of Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06242067,2. RAS + Colon,RECRUITING
NCT06244771,A Study Evaluating FMC-376 in Participants With KRAS G12C Mutated Solid Tumors,https://clinicaltrials.gov/study/NCT06244771,2. RAS + Colon,RECRUITING
NCT06252649,"Study of Sotorasib, Panitumumab and FOLFIRI Versus FOLFIRI With or Without Bevacizumab-awwb in Treatment-naïve Participants With Metastatic Colorectal Cancer With KRAS p.G12C Mutation",https://clinicaltrials.gov/study/NCT06252649,2. RAS + Colon,RECRUITING
NCT06279351,Thalidomide Enhances Clinical Efficacy of Cetuximab Combined With Standard Chemotherapy for Left Colorectal Cancer,https://clinicaltrials.gov/study/NCT06279351,2. RAS + Colon,RECRUITING
NCT06280495,"Neoadjuvant Serplulimab & Bevacizumab With FOLFOX vs. FOLFOX Alone in RAS/BRAF WT, pMMR/MSS CRC Patients",https://clinicaltrials.gov/study/NCT06280495,2. RAS + Colon,RECRUITING
NCT06282445,Efficacy and Safety of Chemotherapy With XELOX (Oxaliplatin + Capecitabine) and Bevacizumab in Combination With Adebrelimab in First-line Treatment of Microsatellite Stable (MSS) Initially Unresectable Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06282445,2. RAS + Colon,RECRUITING
NCT06301386,Everolimus Combined With PD-1 in Advanced Colorectal Cancer Patients,https://clinicaltrials.gov/study/NCT06301386,2. RAS + Colon,NOT_YET_RECRUITING
NCT06321081,ICE Study: Combination of Irinotecan Plus Cetuximab and Envafolimab as a Rechallenge Regimen in mCRC,https://clinicaltrials.gov/study/NCT06321081,2. RAS + Colon,RECRUITING
NCT06322147,Chemotherapy With Cetuximab as Conversion Therapy in RAS/BRAF WT Unresectable Liver Metastasis Right-sided Colon Cancer,https://clinicaltrials.gov/study/NCT06322147,2. RAS + Colon,RECRUITING
NCT06322563,Combination of LTC004 and Regorafenib to Treat Patients With Advanced/Metastatic CRC,https://clinicaltrials.gov/study/NCT06322563,2. RAS + Colon,NOT_YET_RECRUITING
NCT06328439,A Study to Evaluate ANS014004 in Subjects With Locally Advanced or Metastatic Solid Tumors,https://clinicaltrials.gov/study/NCT06328439,2. RAS + Colon,RECRUITING
NCT06332079,Holmium-166 TARE in Liver Limited Unresectable Colorectal Cancer Patients,https://clinicaltrials.gov/study/NCT06332079,2. RAS + Colon,RECRUITING
NCT06336902,Botensilimab Plus Balstilimab and Fasting Mimicking Diet Plus Vitamin C for Patients With KRAS-Mutant Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06336902,2. RAS + Colon,RECRUITING
NCT06341296,Phase II Study of Irinotecan Liposomes in First-line Treatment of Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06341296,2. RAS + Colon,RECRUITING
NCT06343116,Nimotuzumab Combined With Trifluridine/Tipiracil in the Treatment of Refractory Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06343116,2. RAS + Colon,NOT_YET_RECRUITING
NCT06368141,Neoadjuvant Chemotherapy Plus Sequential Immune Checkpoint Inhibitor (ICI) Therapy in Locally Advanced Colon Cancer,https://clinicaltrials.gov/study/NCT06368141,2. RAS + Colon,RECRUITING
NCT06369259,"Open-label Phase 2 Study of Avutometinib (RAF/MEK Clamp) in Combination With Defactinib (FAK Inhibitor) and Cetuximab in Patients With Unresectable, Anti-EGFR-Refractory Advanced Colorectal Cancer",https://clinicaltrials.gov/study/NCT06369259,2. RAS + Colon,RECRUITING
NCT06379399,Trifluridine/Tipiracil Combined With Cetuximab in the Treatment of Third-line and Above RAS/BRAF Wild-type mCRC,https://clinicaltrials.gov/study/NCT06379399,2. RAS + Colon,RECRUITING
NCT06384235,Phase II Clinical Study of LTC004 in Patients With mCRC,https://clinicaltrials.gov/study/NCT06384235,2. RAS + Colon,NOT_YET_RECRUITING
NCT06399757,A Study to Investigate APL-5125 in Adults With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06399757,2. RAS + Colon,RECRUITING
NCT06411600,Combination Therapy for BRAF-V600E Metastatic CRCm,https://clinicaltrials.gov/study/NCT06411600,2. RAS + Colon,RECRUITING
NCT06411691,KRAS-Targeted Vaccine Combined With Balstilimab and Botensilimab for Patients With Stage IV MMR-p Colorectal Cancer and Pancreatic Ductal Cancer,https://clinicaltrials.gov/study/NCT06411691,2. RAS + Colon,RECRUITING
NCT06412198,"A Multicenter Phase 1b/2 Study of Adagrasib, Cetuximab, and Cemiplimab for Metastatic Colorectal Cancer Harboring KRAS G12C Mutations",https://clinicaltrials.gov/study/NCT06412198,2. RAS + Colon,RECRUITING
NCT06425133,Regorafenib in Combination With Multimodal Metronomic Chemotherapy for Chemo-resistant Metastatic Colorectal Cancers,https://clinicaltrials.gov/study/NCT06425133,2. RAS + Colon,RECRUITING
NCT06434090,Liposomal Irinotecan Plus Bevacizumab in Irinotecan-refractory Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06434090,2. RAS + Colon,NOT_YET_RECRUITING
NCT06440902,Exploration of Therapeutic Strategies for NeoRAS Wild-type Metastatic Colorectal Cancer Based on Circulating Tumor DNA,https://clinicaltrials.gov/study/NCT06440902,2. RAS + Colon,RECRUITING
NCT06441565,Fruquintinib With or Without HAI-FOLFOX for Refractory Colorectal Cancer,https://clinicaltrials.gov/study/NCT06441565,2. RAS + Colon,RECRUITING
NCT06446557,De-scalation or swItch of Treatment According to Circulating tuMOr DNA Variation After 2 Cycles of Doublet Chemotherapy Plus Targeted Agent in Metastatic Unresectable Colorectal Cancer,https://clinicaltrials.gov/study/NCT06446557,2. RAS + Colon,NOT_YET_RECRUITING
NCT06447727,Efficacy and Safety of 90Y Microsphere Combined With FOLFIRI and Bevacizumab in Second-line Treatment of CRLM,https://clinicaltrials.gov/study/NCT06447727,2. RAS + Colon,RECRUITING
NCT06449989,Comparison of Molecular-Genetic Concordance of the Primary Tumor and Brain Metastases of Colorectal Cancer,https://clinicaltrials.gov/study/NCT06449989,2. RAS + Colon,RECRUITING
NCT06455254,Cadonilimab Combined With Regorafenib as A Third-line Treatment in Patients With MSS CRLM,https://clinicaltrials.gov/study/NCT06455254,2. RAS + Colon,RECRUITING
NCT06462183,Study of Safety and Efficacy of RGT-61159 in Adults With Relapsed/Refractory Adenoid Cystic Carcinoma (ACC) or Colorectal Carcinoma (CRC),https://clinicaltrials.gov/study/NCT06462183,2. RAS + Colon,RECRUITING
NCT06478251,T Cell Receptor Gene-Engineered T Cell Therapy Targeting KRAS Mutations in the Treatment of Subjects With Advanced Solid Tumor,https://clinicaltrials.gov/study/NCT06478251,2. G12D general,RECRUITING
NCT06484556,T Cell Receptor Gene-Engineered T Cell Therapy Targeting KRAS Mutations in the Treatment of Subjects With Advanced Solid Tumor,https://clinicaltrials.gov/study/NCT06484556,2. G12D general,RECRUITING
NCT06484790,T Cell Receptor Gene-Engineered T Cell Therapy Targeting KRAS Mutations in the Treatment of Subjects With Advanced Solid Tumor,https://clinicaltrials.gov/study/NCT06484790,2. G12D general,RECRUITING
NCT06490913,Chemotherapy Plus EGFR Monoclonal Antibody in Patients With Liver Metastases From Colorectal Cancer With ctDNA Superselective Negative Genes,https://clinicaltrials.gov/study/NCT06490913,2. RAS + Colon,NOT_YET_RECRUITING
NCT06495463,Lonsurf® (Trifluridine/Tipiracil) Plus Chemotherapy in Metastatic Colorectal Cancer Prospective Study in Taiwan,https://clinicaltrials.gov/study/NCT06495463,2. RAS + Colon,RECRUITING
NCT06497985,A Study of Tucidinostat in Combination With Sintilimab and Bevacizumab in MSS/pMMR Colorectal Cancer Patients,https://clinicaltrials.gov/study/NCT06497985,2. RAS + Colon,RECRUITING
NCT06500676,A Study of GFH375 in Patients With Advanced Solid Tumors With KRAS G12D Mutations,https://clinicaltrials.gov/study/NCT06500676,2. G12D general,RECRUITING
NCT06509126,Intermittent or Continuous Panitumumab Plus FOLFIRI for Left Sided RAS/B-RAF Wild-type Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06509126,2. RAS + Colon,RECRUITING
NCT06512480,"Colorectal Surgery, a New Robotic Platform (Hugo Ras)",https://clinicaltrials.gov/study/NCT06512480,2. RAS + Colon,RECRUITING
NCT06520488,A Study of HRS-4642 in Combination With Antineoplastic Agents in Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06520488,2. G12D general,RECRUITING
NCT06521866,"Phase II Study of Serplulimab Combined with First-Line Targeted Therapy, Chemotherapy, and Radiation in Advanced Colorectal Cancer",https://clinicaltrials.gov/study/NCT06521866,2. RAS + Colon,RECRUITING
NCT06522919,Sequential Immunochemotherapy Treatment with Pembrolizumab Plus Dendritic Cell (DC) Vaccine Followed by Trifluridine/Tipiracil Plus Bevacizumab in Refractory Mismatch-repair-proficient (pMMR) or Microsatellite-stable (MSS) Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06522919,2. RAS + Colon,RECRUITING
NCT06542588,"Short-Course Radiotherapy Followed by Neoadjuvant Chemotherapy, HLX07and Serplulimab in LARC",https://clinicaltrials.gov/study/NCT06542588,2. RAS + Colon,RECRUITING
NCT06543836,ctDNA-guided Treatment of TKI Plus PD-1 Inhibitor for Advanced pMMR/MSS Colorectal Cancer,https://clinicaltrials.gov/study/NCT06543836,2. RAS + Colon,RECRUITING
NCT06546150,RE002 T Cell Injection for the Treatment of KRAS G12D Mutated Solid Tumors,https://clinicaltrials.gov/study/NCT06546150,2. G12D general,NOT_YET_RECRUITING
NCT06547203,"Cetuximab, Irinotecan, Toripalimab in RAS/BRAF Wild-type Ultraselected Right-sided Colorectal Cancer Study",https://clinicaltrials.gov/study/NCT06547203,2. RAS + Colon,RECRUITING
NCT06550453,"Safety and Efficacy of Pembrolizumab in Combination with Bevacizumab + CapeOX in the Neoadjuvant Treatment of RAS-mutated, BRAF Wild-type, Microsatellite-stabilized, Locally Advanced Colorectal Cancer",https://clinicaltrials.gov/study/NCT06550453,2. RAS + Colon,RECRUITING
NCT06553885,Ph II Study of Enfortumab Vedotin in Patients With Advanced or Metastatic CRC or HCC,https://clinicaltrials.gov/study/NCT06553885,2. RAS + Colon,RECRUITING
NCT06562543,"A Trial to Evaluate the Safety and Activity of Fruquintinib in Minority Populations With Advanced, Previously Treated Colorectal Cancer",https://clinicaltrials.gov/study/NCT06562543,2. RAS + Colon,RECRUITING
NCT06566755,Cadonilimab (AK104) Combined With Chemotherapy and Bevacizumab as First-line Treatment for RAS Mutated or Right Sided-metastatic MSS Colorectal Cancer,https://clinicaltrials.gov/study/NCT06566755,2. RAS + Colon,RECRUITING
NCT06578559,Phase II Study of ctDNA-guided Encorafenib Plus Cetuximab Retreatment in Patients BRAF V600E Mutated mCRC,https://clinicaltrials.gov/study/NCT06578559,2. RAS + Colon,RECRUITING
NCT06585488,"A First-in-human Study of BGB-53038, a Pan-KRAS Inhibitor, Alone or in Combinations in Participants With Advanced or Metastatic Solid Tumors With KRAS Mutations or Amplification",https://clinicaltrials.gov/study/NCT06585488,2. RAS + Colon,RECRUITING
NCT06589830,TL938 and Trastuzumab for Patients With HER2-positive Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06589830,2. RAS + Colon,NOT_YET_RECRUITING
NCT06593548,Lvosidenib (AK112) Combined With CapeOX and Radiotherapy in Patients With Unresectable Metastatic MSS-type Colorectal Cancer,https://clinicaltrials.gov/study/NCT06593548,2. RAS + Colon,NOT_YET_RECRUITING
NCT06603818,Immunotherapies in Combination With Stereotactic Body Radiation Radiotherapy in Microsatellite Stable (MSS) Metastatic Colorectal Cancer (mCRC),https://clinicaltrials.gov/study/NCT06603818,2. RAS + Colon,RECRUITING
NCT06607458,Evaluation of the Safety and Efficacy of Treatment w/High Dose Melphalan Given Directly Into the Liver Followed by Treatment w/Approved Cancer Treatment or Approved Cancer Treatment Alone in Patients w/ Metastatic Colorectal Cancer w/Liver Dominant Disease,https://clinicaltrials.gov/study/NCT06607458,2. RAS + Colon,RECRUITING
NCT06616259,"First-line Treatment of MCapOX + Cetuximab Vs. MFOLFOX6 + Cetuximab for RAS/BRAF Wild-type, MSS, Unresectable Left-Sided MCRC: a Multicenter, Randomized, Controlled, Phase III Study",https://clinicaltrials.gov/study/NCT06616259,2. RAS + Colon,NOT_YET_RECRUITING
NCT06619587,"A Study to Evaluate Safety, Pharmacokinetics, and Activity of GDC-7035 as a Single Agent and in Combination in Patients With Advanced Solid Tumors",https://clinicaltrials.gov/study/NCT06619587,2. G12D general,RECRUITING
NCT06634875,Isunakinra Alone and in Combination With Pembrolizumab in Patients With Colorectal Cancer (MSS),https://clinicaltrials.gov/study/NCT06634875,2. RAS + Colon,RECRUITING
NCT06645236,DHF-20-1839-2: Clinical Performance Study Protocol for Therascreen® KRAS RGQ PCR Kit,https://clinicaltrials.gov/study/NCT06645236,2. RAS + Colon,RECRUITING
NCT06654037,"Testing the Addition of an Anti-Cancer Drug, Abemaciclib, to the Usual Chemotherapy Treatment (5-Fluorouracil) for Metastatic, Refractory Colorectal Cancer",https://clinicaltrials.gov/study/NCT06654037,2. RAS + Colon,RECRUITING
NCT06654219,Protective Benefits of a Clear Liquid Diet on Residual Gastric Content in Patients Taking Glucagon Like Peptide-1 Receptor (GLP-1 RA) Agonist Prior to Anesthesia,https://clinicaltrials.gov/study/NCT06654219,2. RAS + Colon,RECRUITING
NCT06657144,A Study of CHS-114 in Combination With Toripalimab and/or Other Treatments in Participants With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06657144,2. RAS + Colon,RECRUITING
NCT06662786,A Study of Amivantamab and mFOLFOX6 or FOLFIRI Versus Cetuximab and mFOLFOX6 or FOLFIRI as First-line Treatment in Participants With KRAS/NRAS and BRAF Wild-type Unresectable or Metastatic Left-sided Colorectal Cancer,https://clinicaltrials.gov/study/NCT06662786,2. RAS + Colon,RECRUITING
NCT06678919,AGMT Metastatic Colorectal Cancer Registry (mCRC) Third Line and Beyond,https://clinicaltrials.gov/study/NCT06678919,2. RAS + Colon,RECRUITING
NCT06695845,A Phase 2 Study of Zanidatamab in Patients With HER2-expressing Tumors,https://clinicaltrials.gov/study/NCT06695845,2. RAS + Colon,RECRUITING
NCT06699836,A Phase 2 Study of Leronlimab in Combination With TAS-102 + Bevacizumab in Previously Treated Participants With mCRC,https://clinicaltrials.gov/study/NCT06699836,2. RAS + Colon,RECRUITING
NCT06714357,ValproIc Acid to Potentiate Anti-EGFR Treatment Efficacy and Prevent/Revert Resistance in Colorectal Cancer,https://clinicaltrials.gov/study/NCT06714357,2. RAS + Colon,RECRUITING
NCT06720987,A Study to Investigate the Safety and Efficacy of KQB365 as Monotherapy and in Combination in Participants With Advanced Solid Malignancies,https://clinicaltrials.gov/study/NCT06720987,2. RAS + Colon,RECRUITING
NCT06722183,Futibatinib in Combination With (Chemo)Immunotherapy in Colorectal Cancer and Other Solid Tumor Entities,https://clinicaltrials.gov/study/NCT06722183,2. RAS + Colon,NOT_YET_RECRUITING
NCT06723236,A Study of MGC028 in Participants With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06723236,2. RAS + Colon,RECRUITING
NCT06750094,A Study of Amivantamab and FOLFIRI Versus Cetuximab/Bevacizumab and FOLFIRI in Participants With KRAS/NRAS and BRAF Wild-type Colorectal Cancer Who Have Previously Received Chemotherapy,https://clinicaltrials.gov/study/NCT06750094,2. RAS + Colon,RECRUITING
NCT06753721,"An Open-label, Multicenter, Single-arm Clinical Study on the Use of Doxorubicin Liposome in Combination With CapOX and Bevacizumab Regimen for First-line Treatment of Advanced Colorectal Adenocarcinoma With SMAD4R361H/C Mutation.",https://clinicaltrials.gov/study/NCT06753721,2. RAS + Colon,NOT_YET_RECRUITING
NCT06760702,"A Study Evaluating the Efficacy, Safety, Pharmacokinetics and Pharmacodynamics of AUR 109 in Patients with Colorectal, Ovarian, and Renal Cancers",https://clinicaltrials.gov/study/NCT06760702,2. RAS + Colon,RECRUITING
NCT06763029,Irinotecan Liposomes Combined with Cetuximab + Vermofenib in First-line Failure of Advanced Colorectal Cancer,https://clinicaltrials.gov/study/NCT06763029,2. RAS + Colon,RECRUITING
NCT06764771,A Study of BMS-986488 as Monotherapy and Combination Therapy in Participants With Advanced Malignant Tumors,https://clinicaltrials.gov/study/NCT06764771,2. RAS + Colon,RECRUITING
NCT06767046,KRAS-Specific Autologous TCR-T Cell Therapy for KRAS Mutation in Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06767046,2. RAS + Colon,NOT_YET_RECRUITING
NCT06770452,HRS-4642 With Nimotuzumab and Chemotherapy for First-line Treatment of Advanced Pancreatic Cancer Patients,https://clinicaltrials.gov/study/NCT06770452,2. G12D general,RECRUITING
NCT06771622,Safety and Efficacy of HCB101 in Combination With Multiple Agents in Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06771622,2. RAS + Colon,RECRUITING
NCT06776757,Sintilimab in Combination with Cetuximab and Chemotherapy As First-line Treatment for RAS/BRAF Wild-type Advanced Colorectal Cancer,https://clinicaltrials.gov/study/NCT06776757,2. RAS + Colon,RECRUITING
NCT06781398,Robotic Surgery in the Treatment of Deep Endometriosis: Da Vinci Vs HUGO RAS Comparison,https://clinicaltrials.gov/study/NCT06781398,2. RAS + Colon,NOT_YET_RECRUITING
NCT06783569,A First-in-Human Escalation and Expansion Study of Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06783569,2. RAS + Colon,RECRUITING
NCT06787105,Fruquintinib in Patients With Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06787105,2. RAS + Colon,RECRUITING
NCT06789172,"A Phase 1, First-in-human Study of OKN4395 and Pembrolizumab in Patients With Solid Tumors",https://clinicaltrials.gov/study/NCT06789172,2. RAS + Colon,RECRUITING
NCT06797336,A Study of PT0253 in Participants With KRAS G12D Mutated Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06797336,2. G12D general,RECRUITING
NCT06801665,FMT+ QL1706+Bevacizumab+ XELOX as First-line Treatment for Advanced MSS-type Colon Cancer With Liver Metastasis,https://clinicaltrials.gov/study/NCT06801665,2. RAS + Colon,NOT_YET_RECRUITING
NCT06804824,A First-in-Human (FIH) Study to Evaluate the Safety and Tolerability of VVD-159642 in Participants With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06804824,2. RAS + Colon,RECRUITING
NCT06807619,A Study of Sotorasib in People With Brain Tumors,https://clinicaltrials.gov/study/NCT06807619,2. RAS + Colon,RECRUITING
NCT06835179,"SBRT Combined With CAPEOX, Bevacizumab, and PD-1 Inhibitor for the Treatment of RAS-Mutant, MSS-Type, Unresectable Metastatic Colorectal Cancer.",https://clinicaltrials.gov/study/NCT06835179,2. RAS + Colon,NOT_YET_RECRUITING
NCT06835569,A Study to Learn About Study Medicine ALTA3263 in Adults With Advanced Solid Tumors With KRAS Mutations,https://clinicaltrials.gov/study/NCT06835569,2. RAS + Colon,RECRUITING
NCT06838338,JAB-21822 Combined With Chemotherapy in Second-line KRAS G12C CRC,https://clinicaltrials.gov/study/NCT06838338,2. RAS + Colon,RECRUITING
NCT06855849,"An Open-label, Single-arm, Multicenter Phase II Study to Evaluate the Efficacy of Amivantamab in Combination With FOLFIRI as a Second-line Treatment in Patients With RAS/BRAF Wild-type Advanced Colorectal Cancer Progressing on Prior Anti-EGFR Based Treatment.",https://clinicaltrials.gov/study/NCT06855849,2. RAS + Colon,NOT_YET_RECRUITING
NCT06856837,- IKF/AIO-QUINTIS - Evaluating Fruquintinib in Combination With Tislelizumab in Microsatellite Stable / Proficient Mismatch Repair (MSS/pMMR) Metastatic Colorectal Cancer Without Active Liver Metastases,https://clinicaltrials.gov/study/NCT06856837,2. RAS + Colon,RECRUITING
NCT06857773,Induction Treatment for Initially Unresectable Colorectal Liver Metastases: Combined Hepatic Arterial Infusion Pump Therapy With Systemic Therapy,https://clinicaltrials.gov/study/NCT06857773,2. RAS + Colon,RECRUITING
NCT06862115,The Effect of Discontinuation of Renin Angiotensin System Inhibitors on the Perioperative Myocardial Injury in Adult Patients Undergoing Colorectal Cancer Surgery,https://clinicaltrials.gov/study/NCT06862115,2. RAS + Colon,RECRUITING
NCT06876142,Combination Therapy (Mirdametinib and Sirolimus) for RAS Mutated Relapsed Refractory Multiple Myeloma,https://clinicaltrials.gov/study/NCT06876142,2. RAS + Colon,RECRUITING
NCT06878131,Precision-MRD: Prospective Observational Study of Biomarker-directed Systemic Therapy for Colorectal Cancer Patients With Minimal Residual Disease,https://clinicaltrials.gov/study/NCT06878131,2. RAS + Colon,RECRUITING
NCT06878612,a Polyphenol Whole Tumor Cell Vaccine in Patients With Advanced Malignant Solid Tumors,https://clinicaltrials.gov/study/NCT06878612,2. RAS + Colon,RECRUITING
NCT06879912,A Study to Understand the Utility of the Force Feedback Instruments in Robotic Procedures Using da Vinci 5 Robot,https://clinicaltrials.gov/study/NCT06879912,2. RAS + Colon,RECRUITING
NCT06882915,"Efficacy and Safety of Trifluridine/tipiracil (TAS-102) Combined with Bevacizumab and Putalimab in the Treatment of Patients with MCRC After Cytoreductive Surgery: a Single-arm, Single-center Clinical Study",https://clinicaltrials.gov/study/NCT06882915,2. RAS + Colon,NOT_YET_RECRUITING
NCT06892054,Sotorasib Combined With First-line Chemotherapy for Advanced Pancreatic Adenocarcinoma,https://clinicaltrials.gov/study/NCT06892054,2. RAS + Colon,NOT_YET_RECRUITING
NCT06895031,Study of JYP0015 in Patients With Advanced Solid Tumors Harboring Specific Mutations in RAS,https://clinicaltrials.gov/study/NCT06895031,2. RAS + Colon,RECRUITING
NCT06898385,A Phase I Clinical Study of IX001 TCR-T Injection in the Treatment of Advanced Pancreatic Cancer Patients With KRAS G12V Mutation,https://clinicaltrials.gov/study/NCT06898385,2. RAS + Colon,RECRUITING
NCT06904066,Autologous T Cells Transduced With Retroviral Vectors Expressing TCRs for Participant-specific Neoantigens in Patients With Hematologic Malignancies,https://clinicaltrials.gov/study/NCT06904066,2. G12D general,RECRUITING
NCT06908031,SCRT + mFOLFOX6 + PD-1 Antibody + Targeted Therapy for HIgh-Risk pMMR/MSS Rectal Cancer,https://clinicaltrials.gov/study/NCT06908031,2. RAS + Colon,RECRUITING
NCT06922383,A Clinical Study of Arfolitixorin in Patients With mCRC,https://clinicaltrials.gov/study/NCT06922383,2. RAS + Colon,RECRUITING
NCT06933069,Safety and Tolerability of CMAB017 In Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06933069,2. RAS + Colon,RECRUITING
NCT06934538,"First-in-human Trial of STC-1010, an Immunotherapy, in Patients With Unresectable Locally Advanced or Metastatic Colorectal Cancer",https://clinicaltrials.gov/study/NCT06934538,2. RAS + Colon,RECRUITING
NCT06949761,"A Clinical Study to Evaluate the Safety, Tolerability, and Efficacy of QLC1101 in Combination With Other Therapies in the Treatment of Patients With Advanced Solid Tumors Harboring a KRAS G12D Mutation",https://clinicaltrials.gov/study/NCT06949761,2. G12D general,NOT_YET_RECRUITING
NCT06949982,"Efficacy And Safety Of Hydroxychloroquine Combined With Methotrexate, Capecitabine And Bevacizumab Vs. Regorafenib In Participants With Refractory Metastatic Colorectal Cancer With Mutations In RAS Genes",https://clinicaltrials.gov/study/NCT06949982,2. RAS + Colon,RECRUITING
NCT06959550,Phase II Study of Anti-PD-1/VEGF Bispecific Antibody Ivonescimab in Patients With Previously Treated Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06959550,2. RAS + Colon,RECRUITING
NCT06959589,"The Efficacy and Safety of IBI351, Cetuximab β Combined With FOLFIRI as First-line /IBI351, Cetuximab β as Second-line in the Treatment of KRAS G12C-mutated Metastatic Colorectal Cancer",https://clinicaltrials.gov/study/NCT06959589,2. RAS + Colon,NOT_YET_RECRUITING
NCT06959693,"A Clinical Study to Evaluate the Efficacy and Safety of Envafolimab Combined With Cetuxima-βand mFOLFOX6 in Patients With MSS, RAS/BRAF Wild-Type Metastatic Colorectal Cancer (mCRC)",https://clinicaltrials.gov/study/NCT06959693,2. RAS + Colon,NOT_YET_RECRUITING
NCT06963398,A Study of HS-10529 in KRAS G12D Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06963398,2. G12D general,NOT_YET_RECRUITING
NCT06963502,A Phase Ib Study of HS-10370 in Addition to Other Anti-cancer Therapies in Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06963502,2. RAS + Colon,NOT_YET_RECRUITING
NCT06973564,JAB-23E73 in Adult Participants With Advanced Solid Tumors With KRAS Alteration,https://clinicaltrials.gov/study/NCT06973564,2. G12D general,RECRUITING
NCT06985316,An Exploratory Clinical Study Evaluating the Efficacy and Safety of Tunlametinib Combined With Fruquintinib in the Third-line Treatment of Advanced Colorectal Cancer Patients With RAS Mutations.,https://clinicaltrials.gov/study/NCT06985316,2. RAS + Colon,NOT_YET_RECRUITING
NCT06992258,A Randomized Phase 2 Trial of Fruquintinib and TAS-102 as Compared to Fruquintinib in Patients With Refractory Advanced/Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06992258,2. RAS + Colon,NOT_YET_RECRUITING
NCT06992648,Trifluridine/Tipiracil Plus Regorafenib vs Trifluridine/Tipiracil Plus Bevacizumab for Refractory Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT06992648,2. RAS + Colon,RECRUITING
NCT06997497,A Clinical Study of MK-1084 With Targeted Therapy and Chemotherapy in People With Colorectal Cancer (MK-1084-012/KANDLELIT-012),https://clinicaltrials.gov/study/NCT06997497,2. RAS + Colon,RECRUITING
NCT06998940,"Studying Chemotherapy With or Without Panitumumab for Unresectable, Locally Advanced, or Metastatic Pancreatic Cancer Without KRAS Mutations",https://clinicaltrials.gov/study/NCT06998940,2. RAS + Colon,NOT_YET_RECRUITING
NCT06999252,Rimegepant Combined With PD-1 in Liver Metastasis Colorectal Cancer Patients,https://clinicaltrials.gov/study/NCT06999252,2. RAS + Colon,NOT_YET_RECRUITING
